ID_CLIENTE,SAFRA_REF,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS
710593997981520423,2019-05-01,625226.0,113
710593997981520423,2019-06-01,319636.0,112
710593997981520423,2019-08-01,339984.0,110
710593997981520423,2019-10-01,445508.0,114
710593997981520423,2019-11-01,124362.0,108
710593997981520423,2019-12-01,115894.0,111
710593997981520423,2020-01-01,372281.0,114
710593997981520423,2020-02-01,370166.0,112
710593997981520423,2020-05-01,463605.0,123
710593997981520423,2020-06-01,83434.0,117
710593997981520423,2020-07-01,282166.0,115
710593997981520423,2020-12-01,143157.0,112
710593997981520423,2021-01-01,667651.0,119
710593997981520423,2021-02-01,162184.0,129
710593997981520423,2021-05-01,380548.5,126
710593997981520423,2021-06-01,313212.0,126
717981637594591016,2018-09-01,253695.0,113
717981637594591016,2018-10-01,800760.0,108
717981637594591016,2018-11-01,513214.0,115
717981637594591016,2018-12-01,256795.0,106
717981637594591016,2019-01-01,141266.0,121
717981637594591016,2019-02-01,92852.0,123
717981637594591016,2019-05-01,193183.0,112
717981637594591016,2019-06-01,379942.0,113
717981637594591016,2019-07-01,1093422.0,112
717981637594591016,2019-08-01,243549.0,120
717981637594591016,2019-09-01,181272.0,124
717981637594591016,2019-10-01,162363.0,122
717981637594591016,2019-11-01,22862.0,114
717981637594591016,2019-12-01,129620.0,115
717981637594591016,2020-01-01,84473.0,128
717981637594591016,2020-02-01,105903.0,124
717981637594591016,2020-03-01,101676.0,123
717981637594591016,2020-04-01,102484.0,119
717981637594591016,2020-05-01,103292.0,129
717981637594591016,2020-07-01,55230.0,130
717981637594591016,2020-08-01,337665.0,126
717981637594591016,2020-09-01,439904.0,124
717981637594591016,2020-10-01,35795.0,119
717981637594591016,2020-11-01,456425.0,121
717981637594591016,2021-01-01,454501.0,137
717981637594591016,2021-02-01,40263.0,135
717981637594591016,2021-03-01,369266.0,131
717981637594591016,2021-04-01,647001.0,130
717981637594591016,2021-05-01,383870.0,133
717981637594591016,2021-06-01,431760.0,133
744649452655516193,2019-01-01,532219.0,117
744649452655516193,2019-09-01,323494.0,115
761746217261797478,2018-09-01,207913.0,115
761746217261797478,2018-10-01,314225.0,115
761746217261797478,2018-11-01,42459.0,118
761746217261797478,2018-12-01,392004.0,115
761746217261797478,2019-01-01,573112.0,124
761746217261797478,2019-02-01,211040.0,126
761746217261797478,2019-03-01,306996.0,117
761746217261797478,2019-04-01,448526.0,119
761746217261797478,2019-05-01,1179009.0,118
761746217261797478,2019-06-01,220201.0,120
761746217261797478,2019-07-01,513765.0,118
761746217261797478,2019-08-01,125089.0,117
761746217261797478,2019-09-01,50866.0,120
761746217261797478,2019-10-01,130042.0,121
761746217261797478,2019-11-01,299903.0,117
761746217261797478,2019-12-01,280041.0,122
761746217261797478,2020-01-01,409513.5,124
761746217261797478,2020-02-01,538986.0,134
761746217261797478,2020-03-01,198711.0,129
761746217261797478,2020-04-01,202673.5,128
761746217261797478,2020-05-01,206636.0,130
761746217261797478,2020-06-01,188306.0,130
761746217261797478,2020-07-01,400318.0,130
761746217261797478,2020-08-01,83345.0,123
761746217261797478,2020-09-01,515259.0,128
761746217261797478,2020-10-01,299637.0,129
761746217261797478,2020-11-01,87515.0,125
761746217261797478,2020-12-01,392351.0,134
761746217261797478,2021-01-01,49804.0,130
761746217261797478,2021-02-01,527258.0,136
761746217261797478,2021-03-01,280396.0,128
761746217261797478,2021-04-01,71253.0,138
761746217261797478,2021-05-01,317153.0,130
761746217261797478,2021-06-01,333421.0,131
780065359501679358,2018-09-01,487791.0,110
780065359501679358,2019-01-01,599433.0,114
780065359501679358,2019-04-01,474663.0,112
780065359501679358,2019-05-01,71457.0,117
780065359501679358,2019-11-01,158680.0,114
780065359501679358,2019-12-01,17052.0,117
780065359501679358,2020-02-01,409082.0,122
780065359501679358,2020-03-01,455615.0,125
780065359501679358,2020-07-01,168166.0,122
780065359501679358,2020-08-01,67855.0,126
780065359501679358,2020-09-01,468075.0,116
780065359501679358,2021-02-01,348727.0,122
780065359501679358,2021-03-01,651679.0,133
780065359501679358,2021-06-01,481157.0,132
792560389712312178,2018-09-01,670906.0,103
792560389712312178,2018-10-01,712360.0,105
792560389712312178,2018-11-01,208989.0,98
792560389712312178,2018-12-01,328610.0,99
792560389712312178,2019-01-01,133569.0,108
792560389712312178,2019-02-01,133108.0,102
792560389712312178,2019-03-01,860483.0,112
792560389712312178,2019-04-01,409556.0,108
792560389712312178,2019-05-01,258776.0,110
792560389712312178,2019-06-01,348722.0,104
792560389712312178,2019-07-01,174181.0,109
792560389712312178,2019-08-01,137230.0,104
792560389712312178,2019-09-01,304362.0,107
792560389712312178,2019-10-01,185467.0,109
792560389712312178,2019-11-01,114001.0,111
792560389712312178,2019-12-01,33088.0,103
792560389712312178,2020-01-01,102943.0,115
792560389712312178,2020-02-01,68043.0,108
792560389712312178,2020-03-01,47697.0,118
792560389712312178,2020-04-01,100051.0,118
792560389712312178,2020-05-01,155126.0,114
792560389712312178,2020-06-01,116801.0,113
792560389712312178,2020-07-01,825382.0,115
792560389712312178,2020-08-01,120803.0,116
792560389712312178,2020-09-01,368714.0,115
792560389712312178,2020-10-01,451790.0,115
792560389712312178,2020-11-01,367864.0,108
792560389712312178,2020-12-01,306414.0,111
792560389712312178,2021-01-01,366844.0,121
792560389712312178,2021-02-01,463226.0,114
792560389712312178,2021-03-01,359363.0,120
792560389712312178,2021-04-01,394220.0,115
792560389712312178,2021-05-01,213478.0,122
792560389712312178,2021-06-01,220405.0,116
798425422240919854,2018-09-01,108923.0,106
798425422240919854,2018-10-01,267021.0,112
798425422240919854,2018-11-01,240182.0,109
798425422240919854,2018-12-01,137478.0,106
798425422240919854,2019-01-01,180199.0,109
798425422240919854,2019-02-01,60756.0,111
798425422240919854,2019-03-01,52520.0,107
798425422240919854,2019-04-01,552202.0,113
798425422240919854,2019-05-01,240562.0,112
798425422240919854,2019-06-01,257128.0,108
798425422240919854,2019-07-01,322531.0,111
798425422240919854,2019-08-01,257730.0,113
798425422240919854,2019-09-01,168454.0,108
798425422240919854,2019-10-01,82467.0,114
798425422240919854,2019-11-01,90922.0,108
798425422240919854,2019-12-01,464960.0,118
798425422240919854,2020-01-01,149338.0,116
798425422240919854,2020-02-01,271015.0,118
798425422240919854,2020-03-01,112900.0,116
798425422240919854,2020-04-01,260511.0,121
798425422240919854,2020-05-01,399576.0,114
798425422240919854,2020-07-01,30283.0,120
798425422240919854,2020-09-01,289483.0,120
798425422240919854,2020-10-01,278965.0,114
798425422240919854,2020-12-01,193341.0,123
798425422240919854,2021-02-01,185939.0,121
798425422240919854,2021-03-01,77041.0,126
798425422240919854,2021-04-01,144620.0,128
798425422240919854,2021-06-01,237345.0,122
819552547620904652,2021-05-01,306478.0,116
819552547620904652,2021-06-01,198726.0,113
824632039241482307,2018-09-01,164217.0,87
824632039241482307,2018-10-01,337277.0,87
824632039241482307,2018-11-01,93921.0,84
824632039241482307,2018-12-01,382821.0,85
824632039241482307,2019-02-01,99406.0,92
824632039241482307,2019-03-01,317657.0,94
824632039241482307,2019-04-01,408061.0,89
824632039241482307,2019-06-01,207509.0,92
824632039241482307,2019-07-01,507253.0,86
824632039241482307,2019-09-01,391463.0,86
824632039241482307,2019-10-01,204943.0,88
824632039241482307,2019-11-01,263465.0,91
824632039241482307,2020-03-01,495584.0,94
824632039241482307,2020-07-01,168025.0,98
824632039241482307,2020-08-01,137549.0,90
824632039241482307,2020-09-01,324669.0,91
824632039241482307,2020-10-01,309029.0,98
824632039241482307,2020-11-01,81095.0,100
824632039241482307,2021-04-01,450271.0,95
824632039241482307,2021-05-01,291792.0,95
835441927760881602,2018-09-01,29638.0,98
835441927760881602,2018-10-01,235530.0,102
835441927760881602,2018-11-01,417962.0,105
835441927760881602,2018-12-01,155178.0,101
835441927760881602,2019-01-01,519150.0,109
835441927760881602,2019-02-01,225297.0,110
835441927760881602,2019-03-01,91159.0,111
835441927760881602,2019-04-01,578138.0,110
835441927760881602,2019-05-01,271214.0,103
835441927760881602,2019-06-01,323815.0,106
835441927760881602,2019-07-01,188625.0,108
835441927760881602,2019-08-01,871482.0,108
835441927760881602,2019-09-01,368188.0,103
835441927760881602,2019-10-01,133370.0,111
835441927760881602,2019-11-01,630202.0,110
835441927760881602,2019-12-01,57649.0,110
835441927760881602,2020-01-01,404024.0,110
835441927760881602,2020-02-01,279097.0,110
835441927760881602,2020-03-01,378939.0,117
835441927760881602,2020-04-01,1629.0,110
835441927760881602,2020-05-01,54006.0,118
835441927760881602,2020-06-01,106383.0,110
835441927760881602,2020-07-01,304593.0,117
835441927760881602,2020-08-01,457483.0,110
835441927760881602,2020-09-01,323504.0,117
835441927760881602,2020-10-01,639552.0,114
835441927760881602,2020-11-01,218059.0,109
835441927760881602,2021-03-01,170355.0,120
835441927760881602,2021-04-01,380667.0,118
835441927760881602,2021-05-01,320959.0,117
835441927760881602,2021-06-01,310119.0,114
837142477962609471,2018-09-01,135738.0,109
837142477962609471,2018-10-01,265617.0,109
837142477962609471,2019-05-01,158917.0,119
837142477962609471,2019-06-01,585831.0,119
837142477962609471,2019-07-01,87397.0,111
837142477962609471,2019-08-01,287301.0,113
837142477962609471,2019-09-01,567174.0,111
837142477962609471,2019-10-01,170703.0,119
837142477962609471,2019-11-01,147860.0,119
837142477962609471,2019-12-01,48122.0,118
837142477962609471,2020-01-01,129349.0,124
837142477962609471,2020-02-01,468785.0,121
837142477962609471,2020-03-01,234199.0,124
837142477962609471,2020-04-01,324814.0,127
837142477962609471,2020-05-01,239337.0,123
837142477962609471,2020-06-01,522986.0,116
837142477962609471,2020-08-01,70493.0,126
837142477962609471,2020-09-01,330194.0,127
837142477962609471,2020-10-01,121955.0,123
837142477962609471,2020-11-01,206947.0,127
837142477962609471,2020-12-01,506432.0,119
837142477962609471,2021-01-01,733243.0,131
837142477962609471,2021-02-01,98125.0,130
837142477962609471,2021-03-01,306600.0,128
837142477962609471,2021-04-01,427076.0,127
837142477962609471,2021-06-01,218596.0,130
843896882208504179,2019-08-01,46059.0,0
843896882208504179,2020-02-01,402.0,0
851897122328714307,2018-09-01,1032413.0,93
851897122328714307,2018-10-01,422915.0,101
851897122328714307,2018-12-01,460743.0,100
851897122328714307,2019-01-01,234237.0,107
851897122328714307,2019-02-01,236493.0,107
851897122328714307,2019-03-01,614680.0,105
851897122328714307,2019-04-01,277574.0,107
851897122328714307,2019-05-01,503258.0,108
851897122328714307,2019-07-01,284762.0,102
851897122328714307,2019-08-01,511967.0,102
851897122328714307,2019-09-01,164994.0,99
851897122328714307,2019-10-01,382570.0,106
851897122328714307,2019-11-01,68140.0,102
851897122328714307,2020-01-01,1026136.0,105
851897122328714307,2020-02-01,143102.0,108
851897122328714307,2020-03-01,124994.0,111
851897122328714307,2020-07-01,268526.0,111
851897122328714307,2020-11-01,217212.0,104
851897122328714307,2020-12-01,247632.0,108
851897122328714307,2021-01-01,574720.0,113
851897122328714307,2021-02-01,347673.0,111
851897122328714307,2021-03-01,108422.0,119
851897122328714307,2021-04-01,342718.0,112
851897122328714307,2021-05-01,128078.0,115
851897122328714307,2021-06-01,532635.0,110
864510931144626280,2020-08-01,193869.0,100
864510931144626280,2020-09-01,366361.0,98
864510931144626280,2020-10-01,188354.0,98
864510931144626280,2020-11-01,107750.0,100
864510931144626280,2020-12-01,111441.0,93
864510931144626280,2021-01-01,671206.0,102
864510931144626280,2021-02-01,106653.0,99
864510931144626280,2021-05-01,180504.0,99
873223039957991123,2020-07-01,333920.0,119
873223039957991123,2020-08-01,463023.0,110
873223039957991123,2020-09-01,253897.0,113
873223039957991123,2020-10-01,73768.0,117
873223039957991123,2021-06-01,328167.0,121
879621668242949113,2019-02-01,532232.0,112
879621668242949113,2019-11-01,324331.0,111
879621668242949113,2019-12-01,154239.0,116
879621668242949113,2021-03-01,521437.0,134
901119221367843192,2020-08-01,507356.0,97
901119221367843192,2020-09-01,507356.0,97
903093877129717133,2018-09-01,279755.0,100
903093877129717133,2018-10-01,436889.0,102
903093877129717133,2018-11-01,128385.0,96
903093877129717133,2018-12-01,226213.0,102
903093877129717133,2019-01-01,29493.0,106
903093877129717133,2019-02-01,421871.0,108
903093877129717133,2019-03-01,148127.0,109
903093877129717133,2019-04-01,202425.0,110
903093877129717133,2019-05-01,806191.0,110
903093877129717133,2019-06-01,33180.0,111
903093877129717133,2019-07-01,258572.0,103
903093877129717133,2019-08-01,224656.0,105
903093877129717133,2019-09-01,506394.0,105
903093877129717133,2019-10-01,347231.5,107
903093877129717133,2019-11-01,188069.0,111
903093877129717133,2019-12-01,605026.0,101
903093877129717133,2020-01-01,281350.0,103
903093877129717133,2020-02-01,422370.0,104
903093877129717133,2020-03-01,418461.0,106
903093877129717133,2020-04-01,506070.0,117
903093877129717133,2020-05-01,536062.0,114
903093877129717133,2020-06-01,140571.0,115
903093877129717133,2020-07-01,641958.0,114
903093877129717133,2020-08-01,437895.0,114
903093877129717133,2020-09-01,211380.0,107
903093877129717133,2020-10-01,120239.0,112
903093877129717133,2020-11-01,148271.0,111
903093877129717133,2020-12-01,468029.0,115
903093877129717133,2021-01-01,155117.0,118
903093877129717133,2021-02-01,264173.0,116
903093877129717133,2021-03-01,817495.0,117
903093877129717133,2021-04-01,183087.0,123
903093877129717133,2021-05-01,91591.0,113
903093877129717133,2021-06-01,677726.0,112
904857901361577913,2021-05-01,89358.0,120
904857901361577913,2021-06-01,75114.0,120
922040072471333951,2020-10-01,26268.0,0
922040072471333951,2021-01-01,39985.0,0
924957821424248698,2019-11-01,340744.0,124
924957821424248698,2019-12-01,121308.0,126
924957821424248698,2020-01-01,535772.0,128
924957821424248698,2020-03-01,279618.0,130
924957821424248698,2020-05-01,477740.0,126
924957821424248698,2020-06-01,67804.0,126
924957821424248698,2020-07-01,499217.0,133
924957821424248698,2020-08-01,351978.0,125
924957821424248698,2020-09-01,224334.0,137
924957821424248698,2020-10-01,149431.0,135
924957821424248698,2020-11-01,116053.0,132
924957821424248698,2020-12-01,572671.0,128
924957821424248698,2021-01-01,126549.0,144
924957821424248698,2021-02-01,615331.0,144
924957821424248698,2021-03-01,158912.0,135
924957821424248698,2021-04-01,43283.0,141
924957821424248698,2021-05-01,156509.0,140
924957821424248698,2021-06-01,861380.0,137
940214356651040716,2018-09-01,255144.0,82
940214356651040716,2018-11-01,71900.0,80
940214356651040716,2018-12-01,357123.0,81
940214356651040716,2019-01-01,201472.0,83
940214356651040716,2019-02-01,349563.0,86
940214356651040716,2019-03-01,303643.0,85
940214356651040716,2019-04-01,71308.0,82
940214356651040716,2019-05-01,422392.0,83
940214356651040716,2019-06-01,103473.0,89
940214356651040716,2019-07-01,76203.0,87
940214356651040716,2019-08-01,501852.0,85
940214356651040716,2019-10-01,191825.0,85
940214356651040716,2019-11-01,258759.0,82
940214356651040716,2020-05-01,264136.0,87
940214356651040716,2020-07-01,43950.0,85
940214356651040716,2020-10-01,326861.0,93
940214356651040716,2020-12-01,172778.0,93
940214356651040716,2021-02-01,47908.0,97
940214356651040716,2021-06-01,484515.0,94
956217406816925982,2020-07-01,55866.0,122
959720947754650706,2018-10-01,226181.0,110
959720947754650706,2018-11-01,315139.0,120
959720947754650706,2018-12-01,197899.0,119
959720947754650706,2019-01-01,219420.0,121
959720947754650706,2019-02-01,307459.0,118
959720947754650706,2019-03-01,62930.0,127
959720947754650706,2019-05-01,663891.0,126
959720947754650706,2019-06-01,358537.0,120
959720947754650706,2019-07-01,134545.0,128
959720947754650706,2019-08-01,3438.0,121
963687627963462983,2018-09-01,133637.0,125
963687627963462983,2018-10-01,276469.0,130
963687627963462983,2018-11-01,296723.0,130
963687627963462983,2018-12-01,116997.0,129
963687627963462983,2019-01-01,349429.0,143
963687627963462983,2019-02-01,292284.0,140
963687627963462983,2019-03-01,384622.0,137
963687627963462983,2019-04-01,205697.0,143
963687627963462983,2019-05-01,471585.0,140
963687627963462983,2019-06-01,355990.0,139
963687627963462983,2019-07-01,234386.0,142
963687627963462983,2019-08-01,107890.0,142
963687627963462983,2019-09-01,108333.0,139
963687627963462983,2019-10-01,149187.0,141
963687627963462983,2019-11-01,199975.0,135
963687627963462983,2019-12-01,98775.0,133
963687627963462983,2020-01-01,529633.0,152
963687627963462983,2020-02-01,229465.0,149
963687627963462983,2020-05-01,375401.0,152
963687627963462983,2020-06-01,30677.0,146
963687627963462983,2020-07-01,316051.0,140
963687627963462983,2020-08-01,183246.0,149
963687627963462983,2020-09-01,333677.0,143
963687627963462983,2020-10-01,210641.0,143
963687627963462983,2020-11-01,268256.0,141
963687627963462983,2020-12-01,210374.0,147
963687627963462983,2021-01-01,422959.0,153
963687627963462983,2021-02-01,213034.0,160
963687627963462983,2021-03-01,471335.0,148
963687627963462983,2021-04-01,178773.0,150
963687627963462983,2021-05-01,293030.0,156
963687627963462983,2021-06-01,348284.0,154
968199235777440720,2018-09-01,250654.0,112
968199235777440720,2018-10-01,308947.0,118
968199235777440720,2018-11-01,1122597.0,118
968199235777440720,2018-12-01,68703.0,118
968199235777440720,2019-01-01,420527.0,120
968199235777440720,2019-02-01,29016.0,123
968199235777440720,2019-03-01,528127.0,125
968199235777440720,2019-04-01,64570.0,119
968199235777440720,2019-05-01,235380.0,123
968199235777440720,2019-06-01,841923.0,124
968199235777440720,2019-07-01,310734.0,125
968199235777440720,2019-08-01,735544.0,115
968199235777440720,2019-09-01,246821.0,123
968199235777440720,2019-10-01,625487.0,120
968199235777440720,2019-11-01,210572.0,119
968199235777440720,2019-12-01,477059.0,116
968199235777440720,2020-01-01,1036821.0,131
968199235777440720,2020-02-01,831441.0,120
968199235777440720,2020-03-01,98542.0,123
968199235777440720,2020-04-01,18143.0,130
968199235777440720,2020-05-01,125633.0,129
968199235777440720,2020-06-01,233162.0,123
968199235777440720,2020-07-01,162469.0,127
968199235777440720,2020-08-01,251563.0,131
968199235777440720,2020-09-01,552163.0,129
968199235777440720,2020-10-01,339138.0,125
968199235777440720,2020-11-01,141211.0,126
968199235777440720,2020-12-01,87792.0,125
968199235777440720,2021-01-01,228367.0,132
968199235777440720,2021-02-01,1174067.0,137
968199235777440720,2021-03-01,227465.0,134
968199235777440720,2021-04-01,432451.0,126
968199235777440720,2021-05-01,103009.0,126
968199235777440720,2021-06-01,264192.0,137
968400235888951633,2018-09-01,19371.0,108
968400235888951633,2018-10-01,116953.0,115
968400235888951633,2018-11-01,710824.0,113
968400235888951633,2018-12-01,271391.0,114
968400235888951633,2019-01-01,71734.0,119
968400235888951633,2019-02-01,321619.0,119
968400235888951633,2019-03-01,207439.0,119
968400235888951633,2019-04-01,426408.0,116
968400235888951633,2019-05-01,391128.0,113
968400235888951633,2019-06-01,58512.0,113
968400235888951633,2019-07-01,47749.0,119
968400235888951633,2019-08-01,87260.0,116
968400235888951633,2019-09-01,237934.0,117
968400235888951633,2019-10-01,116254.0,120
968400235888951633,2019-11-01,221146.0,122
968400235888951633,2019-12-01,546306.0,115
968400235888951633,2020-01-01,98799.0,123
968400235888951633,2020-02-01,390624.0,121
968400235888951633,2020-03-01,361236.0,118
968400235888951633,2020-04-01,110794.0,124
968400235888951633,2020-05-01,507642.0,119
968400235888951633,2020-06-01,57425.0,122
968400235888951633,2020-07-01,316612.0,118
968400235888951633,2020-08-01,564402.0,122
968400235888951633,2020-09-01,36852.0,128
968400235888951633,2020-10-01,183818.0,122
968400235888951633,2020-11-01,56462.0,123
968400235888951633,2020-12-01,160454.0,121
968400235888951633,2021-01-01,522568.0,128
968400235888951633,2021-02-01,222187.0,135
968400235888951633,2021-03-01,223716.0,134
968400235888951633,2021-04-01,295602.0,131
968400235888951633,2021-05-01,274043.0,126
968400235888951633,2021-06-01,166778.0,123
984915269987074754,2018-09-01,161926.0,126
984915269987074754,2018-10-01,316636.0,127
984915269987074754,2018-11-01,737553.0,125
984915269987074754,2018-12-01,423028.0,129
984915269987074754,2019-01-01,108503.0,140
984915269987074754,2019-02-01,22644.0,138
984915269987074754,2019-04-01,358249.0,143
984915269987074754,2019-07-01,323967.0,131
984915269987074754,2019-08-01,392058.0,138
984915269987074754,2019-09-01,460149.0,140
984915269987074754,2019-10-01,199000.0,142
984915269987074754,2019-11-01,408970.0,140
984915269987074754,2019-12-01,302011.0,139
984915269987074754,2020-01-01,298396.0,143
984915269987074754,2020-02-01,271088.0,146
984915269987074754,2020-03-01,385393.0,147
984915269987074754,2020-04-01,499698.0,148
984915269987074754,2020-05-01,134337.0,146
984915269987074754,2020-06-01,118287.0,146
984915269987074754,2020-07-01,57578.0,143
984915269987074754,2020-08-01,386260.0,152
984915269987074754,2020-09-01,379421.0,151
984915269987074754,2020-10-01,440073.0,146
984915269987074754,2020-11-01,300384.0,149
984915269987074754,2020-12-01,417595.0,150
984915269987074754,2021-02-01,382178.0,153
984915269987074754,2021-03-01,318839.0,151
984915269987074754,2021-04-01,73882.0,158
984915269987074754,2021-05-01,475470.0,146
984915269987074754,2021-06-01,228730.0,147
985215297182099989,2019-11-01,361478.0,131
988707525807573448,2019-10-01,78553.0,131
988707525807573448,2020-02-01,515326.0,133
988707525807573448,2020-07-01,697804.0,140
988707525807573448,2020-08-01,265420.0,142
988707525807573448,2020-09-01,514745.0,141
988707525807573448,2020-10-01,208989.0,136
988707525807573448,2020-11-01,230598.0,131
988707525807573448,2020-12-01,136124.0,137
988707525807573448,2021-01-01,460989.0,135
988707525807573448,2021-06-01,241987.0,142
1000372849175668062,2018-09-01,65973.0,99
1000372849175668062,2018-10-01,148377.0,99
1000372849175668062,2019-02-01,45626.0,98
1000372849175668062,2019-05-01,120671.0,103
1000372849175668062,2019-06-01,302893.0,95
1000372849175668062,2019-07-01,397979.0,96
1000372849175668062,2019-08-01,196026.0,99
1000372849175668062,2019-09-01,688122.0,104
1000372849175668062,2019-10-01,107378.0,98
1000372849175668062,2019-11-01,167134.0,96
1000372849175668062,2019-12-01,336039.0,100
1000372849175668062,2020-01-01,177660.0,105
1000372849175668062,2020-02-01,367002.0,110
1000372849175668062,2020-03-01,213848.0,103
1000372849175668062,2020-08-01,330004.0,100
1000372849175668062,2020-11-01,160634.0,101
1000372849175668062,2020-12-01,168605.0,100
1000372849175668062,2021-02-01,146968.0,115
1000372849175668062,2021-06-01,163361.0,111
1002362614649347438,2018-10-01,585850.0,88
1002362614649347438,2018-11-01,104783.0,95
1002362614649347438,2019-01-01,94745.0,98
1002362614649347438,2019-02-01,42062.0,99
1002362614649347438,2019-03-01,305181.0,95
1002362614649347438,2019-04-01,205479.0,96
1002362614649347438,2019-05-01,214392.5,99
1002362614649347438,2019-06-01,223306.0,100
1002362614649347438,2019-07-01,72190.0,99
1002362614649347438,2019-08-01,498210.0,93
1002362614649347438,2019-09-01,808170.0,94
1002362614649347438,2019-10-01,589925.0,96
1002362614649347438,2019-11-01,372941.0,92
1002362614649347438,2019-12-01,155957.0,92
1002362614649347438,2020-01-01,410426.0,97
1002362614649347438,2020-02-01,374233.0,97
1002362614649347438,2020-03-01,625372.0,107
1002362614649347438,2020-04-01,354512.0,102
1002362614649347438,2020-05-01,118745.0,104
1002362614649347438,2020-06-01,377752.0,105
1002362614649347438,2020-07-01,274147.0,104
1002362614649347438,2020-08-01,590893.0,106
1002362614649347438,2020-09-01,171236.0,100
1002362614649347438,2020-10-01,116223.0,106
1002362614649347438,2020-11-01,200341.0,98
1002362614649347438,2020-12-01,162849.0,103
1002362614649347438,2021-01-01,315878.0,104
1002362614649347438,2021-02-01,300211.0,104
1002362614649347438,2021-03-01,266325.0,106
1002362614649347438,2021-04-01,235813.0,108
1002362614649347438,2021-05-01,427983.0,111
1002362614649347438,2021-06-01,505307.0,103
1003144834589372198,2018-09-01,239659.0,96
1003144834589372198,2018-10-01,310030.0,98
1003144834589372198,2018-11-01,35067.0,104
1003144834589372198,2018-12-01,197840.0,104
1003144834589372198,2019-01-01,360613.0,107
1003144834589372198,2019-02-01,348298.0,103
1003144834589372198,2019-04-01,398179.0,104
1003144834589372198,2019-05-01,275924.0,111
1003144834589372198,2019-06-01,67132.0,110
1003144834589372198,2019-08-01,85429.0,105
1003144834589372198,2019-09-01,373914.0,108
1003144834589372198,2019-10-01,191678.0,105
1003144834589372198,2019-11-01,511127.0,105
1003144834589372198,2019-12-01,890887.0,105
1003144834589372198,2020-01-01,355660.0,111
1003144834589372198,2020-02-01,278870.0,114
1003144834589372198,2020-03-01,489502.0,117
1003144834589372198,2020-04-01,206397.0,109
1003144834589372198,2020-05-01,80362.0,111
1003144834589372198,2020-06-01,246963.0,114
1003144834589372198,2020-07-01,34992.0,107
1003144834589372198,2020-08-01,544520.0,117
1003144834589372198,2020-09-01,737541.0,108
1003144834589372198,2020-10-01,237128.0,109
1003144834589372198,2020-11-01,127909.0,113
1003144834589372198,2020-12-01,34605.0,115
1003144834589372198,2021-01-01,137274.0,112
1003144834589372198,2021-02-01,365178.0,118
1003144834589372198,2021-03-01,437965.0,115
1003144834589372198,2021-04-01,61809.0,121
1003144834589372198,2021-05-01,190958.0,118
1003144834589372198,2021-06-01,120999.0,122
1007951122586612702,2018-10-01,834377.0,81
1007951122586612702,2018-12-01,650284.0,81
1028630885537616736,2021-05-01,439642.0,125
1028630885537616736,2021-06-01,418886.0,121
1033361676287635885,2019-01-01,393407.0,118
1033361676287635885,2019-02-01,113789.0,113
1033361676287635885,2019-03-01,158402.0,113
1033361676287635885,2019-05-01,215916.0,122
1033361676287635885,2019-06-01,151072.0,118
1033361676287635885,2019-07-01,77840.0,114
1033361676287635885,2019-08-01,79946.0,113
1033361676287635885,2019-09-01,291601.0,119
1033361676287635885,2019-10-01,658891.0,115
1033361676287635885,2019-11-01,195932.0,114
1033361676287635885,2019-12-01,87287.0,112
1033361676287635885,2020-02-01,809251.0,125
1033361676287635885,2020-03-01,278784.0,121
1033361676287635885,2020-04-01,29104.0,126
1033361676287635885,2020-05-01,307452.0,126
1033361676287635885,2020-06-01,158067.0,122
1033361676287635885,2020-07-01,338779.0,125
1033361676287635885,2020-08-01,530115.0,118
1033361676287635885,2020-09-01,380905.0,129
1033361676287635885,2020-10-01,160971.0,119
1033361676287635885,2020-11-01,293973.0,128
1033361676287635885,2020-12-01,311057.0,117
1033361676287635885,2021-01-01,190033.0,132
1033361676287635885,2021-02-01,463648.0,126
1033361676287635885,2021-03-01,293179.0,125
1033361676287635885,2021-04-01,37558.0,134
1033361676287635885,2021-05-01,36000.0,125
1036256411320325774,2018-09-01,24619.0,81
1036256411320325774,2018-10-01,256249.0,79
1036256411320325774,2018-11-01,239452.0,76
1036256411320325774,2018-12-01,95747.0,81
1036256411320325774,2019-01-01,190157.0,83
1036256411320325774,2019-02-01,81497.0,83
1036256411320325774,2019-03-01,154634.0,78
1036256411320325774,2019-04-01,225744.0,78
1036256411320325774,2019-05-01,128911.0,81
1036256411320325774,2019-06-01,161841.0,79
1036256411320325774,2019-07-01,340471.0,78
1036256411320325774,2019-08-01,765818.0,80
1036256411320325774,2019-09-01,228642.0,81
1036256411320325774,2019-10-01,210241.0,84
1036256411320325774,2019-11-01,413226.0,85
1036256411320325774,2019-12-01,404033.0,82
1036256411320325774,2020-01-01,105096.0,90
1036256411320325774,2020-02-01,566106.0,88
1036256411320325774,2020-03-01,118868.0,82
1036256411320325774,2020-04-01,178082.0,83
1036256411320325774,2020-05-01,140970.0,87
1036256411320325774,2020-06-01,143910.0,85
1036256411320325774,2020-07-01,62146.0,89
1036256411320325774,2020-08-01,418311.0,83
1036256411320325774,2020-09-01,259811.0,85
1036256411320325774,2020-10-01,609435.0,82
1036256411320325774,2020-11-01,143872.0,86
1036256411320325774,2020-12-01,635118.0,82
1036256411320325774,2021-01-01,181573.0,86
1036256411320325774,2021-02-01,583214.0,93
1036256411320325774,2021-03-01,176141.0,93
1036256411320325774,2021-04-01,34763.0,89
